term,caseName,justiceId,speakerName,text,cleanText,duration,decidedBy,arguedOn,petitioner,respondent,docket,grantedOn,decidedOn,justice,partyWinning,direction,majority,vote
1991,Suter v. Artist M.,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 2, 1991",Suter,Artist M.,90-1488,,"Mar 25, 1992",108.0,1.0,0.0,0.0,0
1991,Bray v. Alexandria Women's Health Clinic,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 16, 1991",Bray,Alexandria Women's Health Clinic,90-985,,"Jan 13, 1993",108.0,1.0,0.0,0.0,0
1992,"Building and Construction Trades Council of Metropolitan District v. Associated Builders and Contractors of Massachusetts/Rhode Island, Inc.",108,Clarence Thomas,But why can't a state make a judgment that this is a long-term project and we don't want this project disrupted? ,but why can not a state make a judgment that this be a long term project and we do not want this project disrupt ,8.53,Rehnquist Court,"Dec 9, 1992",Building and Construction Trades Council of Metropolitan District,"Associated Builders & Contractors Of Massachusetts/ Rhode Island, Inc., et al.",91-261,,"Mar 8, 1993",108.0,1.0,0.0,0.0,0
1992,Withrow v. Williams,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 3, 1992",Withrow,Williams,91-1030,,"Apr 21, 1993",108.0,1.0,0.0,0.0,0
1992,Wisconsin v. Mitchell,108,Clarence Thomas,"One question, Mr. Adelman. There were 10 individuals involved here? Let's assume that five were told to attack a white person and five said they would attack a black person, for whatever reasons. Now, the first five of course would be covered by the statute. Would the second five not be covered? The statute says because of race. So where is the bias in the second five? So you're assuming that there's intraracial bias simply because they decided to attack a black person also? So in all the cases that you are aware of the state actually had to prove that there was bias, not simply that this individual was chosen, the victim was chosen because of his or her race, for whatever reasons? ",one question mr adelman there we be individual involve here let us assume that five we be tell to attack a white person and five say they would attack a black person for whatever reason now the first five of course would be cover by the statute would the second five not be cover the statute say because of race so where be the bias in the second five so you be assume that there be intraracial bias simply because they decide to attack a black person also so in all the case that you be aware of the state actually have to prove that there be bias not simply that this individual be choose the victim be choose because of his or her race for whatever reason ,46.11,Rehnquist Court,"Apr 21, 1993",Wisconsin,Mitchell,92-515,,"Jun 11, 1993",108.0,1.0,0.0,0.0,0
1992,Lamb's Chapel v. Center Moriches Union Free School District,108,Clarence Thomas,"Counsel, in your earlier discussions with Justice Stevens you indicated that communists would be able to give their perspective on family. I... I assume from that that atheists would be able to give theirs under your rules. Would an atheist be allowed to debate a minister from a religious perspective under your rules? Let's just say it's... the debate is the religious value versus the atheistic value or content of a family, or family from a religious or atheistic perspective. Well let's say it's an atheist and an agnostic debating one minister. Well, I'm just wondering which... what is it about the debate that changes when you add a minister to an atheist and an agnostic. Well how could that be proselytizing if it's simply two debating one. Let's say 10 atheists debating one minister in front of-- --An atheist audience. Well, I'm trying to move away from the proselytizing and also to move away from a situation in which the minister dominates the discussion. So the addition of the minister is a problem, regardless of what the content is or the composition is. ",counsel in your early discussion with justice stevens you indicate that communist would be able to give their perspective on family i i assume from that that atheist would be able to give theirs under your rule would an atheist be allow to debate a minister from a religious perspective under your rule let us just say it be the debate be the religious value versus the atheistic value or content of a family or family from a religious or atheistic perspective well let us say it be an atheist and an agnostic debate one minister well I be just wonder which what be it about the debate that change when you add a minister to an atheist and an agnostic well how could that be proselytize if it be simply two debate one let us say atheist debate one minister in front of an atheist audience well I be try to move away from the proselytizing and also to move away from a situation in which the minister dominate the discussion so the addition of the minister be a problem regardless of what the content be or the composition be ,83.79,Rehnquist Court,"Feb 24, 1993",Lamb's Chapel,Center Moriches Union Free School District,91-2024,,"Jun 7, 1993",108.0,1.0,0.0,0.0,0
1992,United States v. Olano,108,Clarence Thomas,"General Starr, would we analyze this differently if there had been a consent to the alternate jurors? ",general starr would we analyze this differently if there have be a consent to the alternate juror ,8.24,Rehnquist Court,"Dec 9, 1992",United States,Olano et al.,91-1306,,"Apr 26, 1993",108.0,1.0,0.0,0.0,0
1992,United States v. Green,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 30, 1992",United States,Green,91-1521,,"Apr 5, 1993",108.0,0.0,0.0,0.0,1
1992,"City of Cincinnati v. Discovery Network, Inc.",108,Clarence Thomas,Couldn't you distribute them by adding them as inserts to the newspapers? ,could not you distribute them by add them as insert to the newspaper ,6.39,Rehnquist Court,"Nov 9, 1992",City of Cincinnati,"Discovery Network, Inc., et al.",91-1200,,"Mar 24, 1993",108.0,0.0,0.0,0.0,1
1992,Lincoln v. Vigil,108,Clarence Thomas,"Let's say we just... they decided to deploy them to Phoenix. Let's... well, let me understand that. If you reduced the staff by 50 percent, that's not a rule. Let's say we want to use these... this 50 percent to develop a national program. ",let us say we just they decide to deploy them to phoenix let us well let me understand that if you reduce the staff by percent that be not a rule let us say we want to use these this percent to develop a national program ,15.64,Rehnquist Court,"Mar 3, 1993","Lincoln, Acting Director, Indian Health Service, et al.",Vigil et al.,91-1833,,"May 24, 1993",108.0,1.0,0.0,0.0,0
1992,Arave v. Creech,108,Clarence Thomas,"Mr. Thomas, the victim had a handicap, didn't he? What was that handicap? Didn't the trial judge or the sentencing judge also find that even though the victim provoked the altercation, he went on to find that with the victim's attack as an excuse the defendant's murder then took on the many, took on many aspects of an assassination? Evidences a sense of pleasure. ",mr thomas the victim have a handicap do not he what be that handicap do not the trial judge or the sentencing judge also find that even though the victim provoke the altercation he go on to find that with the victim s attack as an excuse the defendant s murder then take on the many take on many aspect of an assassination evidence a sense of pleasure ,27.76,Rehnquist Court,"Nov 10, 1992",Arave,Creech,91-1160,,"Mar 30, 1993",108.0,1.0,0.0,0.0,0
1992,Helling v. McKinney,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 13, 1993",Helling,McKinney,91-1958,,"Jun 18, 1993",108.0,0.0,0.0,0.0,1
1993,Shannon v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 22, 1994",Terry Lee Shannon,United States,92-8346,,"Jun 24, 1994",108.0,0.0,0.0,0.0,1
1993,Dalton v. Specter,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 2, 1994","Dalton, Secretary Of The Navy, et al.",Specter et al.,93-289,,"May 23, 1994",108.0,1.0,0.0,0.0,0
1993,Weiss v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 3, 1993",Weiss,United States,92-1482,,"Jan 19, 1994",108.0,0.0,0.0,0.0,1
1993,United States v. Alvarez-Sanchez,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 1, 1994",United States,Alvarez-Sanchez,92-1812,,"May 2, 1994",108.0,1.0,0.0,0.0,0
1993,"Department Of Revenue Of Oregon v. Acf Industries, Inc.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 8, 1993",Department Of Revenue Of Oregon,"Acf Industries, Inc., et al.",92-74,,"Jan 24, 1994",108.0,1.0,0.0,0.0,0
1993,Victor v. Nebraska,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 18, 1994",Victor,Nebraska,92-8894,,"Mar 22, 1994",108.0,0.0,0.0,0.0,1
1993,"International Union, United Mine Workers of America v. Bagwell",108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 29, 1993","International Union, United Mine Workers of America",Bagwell,92-1625,,"Jun 30, 1994",108.0,1.0,0.0,0.0,0
1993,Nichols v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 10, 1994",Nichols,United States,92-8556,,"Jun 6, 1994",108.0,0.0,0.0,0.0,1
1993,Heck v. Humphrey,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 18, 1994",Roy Heck,"James Humphrey, Dearborn County Prosecutor, et al.",93-6188,"Jan 14, 1994","Jun 24, 1994",108.0,0.0,0.0,0.0,1
1993,Department of Taxation and Finance of N. Y. v. Milhelm Attea & Bros.,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 23, 1994",Department Of Taxation And Finance Of New York et al.,"Milhelm Attea & Bros., Inc., et al.",93-377,,"Jun 13, 1994",108.0,1.0,0.0,0.0,0
1993,Izumi Seimitsu Kogyo Kabushiki Kaisha v. U. S. Philips Corp.,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 12, 1993",Izumi Seimitsu Kogyo Kabushiki Kaisha,U. S. Philips Corp. et al.,92-1123,,"Nov 30, 1993",108.0,0.0,0.0,0.0,1
1993,United States Department of Defense v. Federal Labor Relations Authority,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 8, 1993",United States Department Of Defense et al.,Federal Labor Relations Authority et al.,92-1223,,"Feb 23, 1994",108.0,1.0,0.0,0.0,0
1993,"Fogerty v. Fantasy, Inc.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 8, 1993",Fogerty,"Fantasy, Inc.",92-1750,,"Mar 1, 1994",108.0,1.0,0.0,0.0,0
1993,Landgraf v. USI Film Products,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 13, 1993",Landgraf,Usi Film Products et al.,92-757,,"Apr 26, 1994",108.0,0.0,0.0,0.0,1
1993,Reed v. Farley,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 28, 1994",Reed,"Farley, Superintendent, Indiana State Prison, et al.",93-5418,,"Jun 20, 1994",108.0,0.0,0.0,0.0,1
1993,Elder v. Holloway,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 10, 1994",Elder,Holloway et al.,92-8579,,"Feb 23, 1994",108.0,1.0,0.0,0.0,0
1993,Florence County School District Four v. Carter,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 6, 1993",Florence County School District Four,Carter,91-1523,,"Nov 9, 1993",108.0,0.0,0.0,0.0,1
1993,Cavanaugh v. Roller,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 8, 1993","Michael J. Cavanaugh, Executive Director, South Carolina Department of Probation, Parole and Pardon Services",Gary Lee Roller,92-1510,,"Nov 30, 1993",108.0,0.0,0.0,0.0,1
1993,"Turner Broadcasting System, Inc. v. Federal Communications Commission",108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 12, 1994",,,93-44,,"Jun 27, 1994",108.0,1.0,0.0,0.0,0
1993,"West Lynn Creamery, Inc. v. Healy",108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 2, 1994","West Lynn Creamery, Inc.",Healy,93-141,,"Jun 17, 1994",108.0,1.0,0.0,0.0,0
1993,"Harris v. Forklift Systems, Inc.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 13, 1993",Harris,"Forklift Systems, Inc.",92-1168,,"Nov 9, 1993",108.0,1.0,0.0,0.0,0
1993,"National Organization for Women, Inc. v. Scheidler",108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 8, 1993","National Organization for Women, Inc.",Scheidler,92-780,,"Jan 24, 1994",108.0,1.0,0.0,0.0,0
1993,"Security Services, Inc. v. Kmart Corporation",108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 28, 1994","Security Services, Inc.",Kmart Corporation,93-284,,"May 16, 1994",108.0,0.0,0.0,0.0,1
1993,J.E.B. v. Alabama ex rel T.B.,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 2, 1993",J.E.B.,Alabama ex rel T.B.,92-1239,,"Apr 19, 1994",108.0,1.0,0.0,0.0,0
1993,Custis v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 28, 1994",Custis,United States,93-5209,,"May 23, 1994",108.0,0.0,0.0,0.0,1
1993,"Northwest Airlines, Inc. v. County of Kent",108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 29, 1993","Northwest Airlines, Inc., et al.","County Of Kent, Michigan, et al.",92-97,,"Jan 24, 1994",108.0,0.0,0.0,0.0,1
1993,Federal Deposit Insurance Corporation v. Meyer,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 4, 1993",Federal Deposit Insurance Corporation,Meyer,92-741,,"Feb 23, 1994",108.0,1.0,0.0,0.0,0
1993,BFP v. Resolution Trust Corporation,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 7, 1993",Bfp,"Resolution Trust Corporation, As Receiver Of Imperial Federal Savings Association, et al.",92-1370,,"May 23, 1994",108.0,0.0,0.0,0.0,1
1993,Dolan v. City of Tigard,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 23, 1994",Florence Dolan,City of Tigard,93-518,,"Jun 24, 1994",108.0,1.0,0.0,0.0,0
1993,City of Ladue v. Gilleo,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 23, 1994",City of Ladue,Gilleo,92-1856,,"Jun 13, 1994",108.0,0.0,0.0,0.0,1
1993,McFarland v. Scott,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 29, 1994",McFarland,Scott,93-6497,,"Jun 30, 1994",108.0,1.0,0.0,0.0,0
1993,Ticor Title Insurance Company v. Brown,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 1, 1994",Ticor Title Insurance Co. et al.,Brown et al.,92-1988,,"Apr 4, 1994",108.0,0.0,0.0,0.0,1
1993,"McDermott, Inc. v. AmClyde & River Don Castings",108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 11, 1994","McDermott, Inc.",AmClyde,92-1479,,"Apr 20, 1994",108.0,1.0,0.0,0.0,0
1993,Waters v. Churchill,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 1, 1993",Waters,Churchill,92-1450,,"May 31, 1994",108.0,1.0,0.0,0.0,0
1993,American Dredging Company v. Miller,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 9, 1993",American Dredging Company,Miller,91-1950,,"Feb 23, 1994",108.0,0.0,0.0,0.0,1
1993,"Madsen v. Women's Health Center, Inc.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 28, 1994",Madsen et al.,"Women's Health Center, Inc., et al.",93-880,,"Jun 30, 1994",108.0,0.0,0.0,0.0,1
1993,United States v. Granderson,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 10, 1994",United States,Granderson,92-1662,,"Mar 22, 1994",108.0,0.0,0.0,0.0,1
1993,City of Chicago v. Environmental Defense Fund,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 19, 1994",City Of Chicago et al.,Environmental Defense Fund et al.,92-1639,,"May 2, 1994",108.0,0.0,0.0,0.0,1
1993,Caspari v. Bohlen,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 6, 1993","Caspari, Superintendent, Missouri Eastern Correctional Center, et al.",Bohlen,92-1500,,"Feb 23, 1994",108.0,1.0,0.0,0.0,0
1993,"Boca Grande Club, Inc. v. Florida Power & Light Co.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 11, 1994","Boca Grande Club, Inc.",Florida Power & Light Co.,93-180,,"Apr 20, 1994",108.0,1.0,0.0,0.0,0
1993,"Digital Equipment Corporation v. Desktop Direct, Inc.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 22, 1994",Digital Equipment Corporation,"Desktop Direct, Inc.",93-405,,"Jun 6, 1994",108.0,0.0,0.0,0.0,1
1993,Williamson v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 25, 1994",Williamson,United States,93-5256,,"Jun 27, 1994",108.0,1.0,0.0,0.0,0
1993,PUD No. 1 of Jefferson County v. Washington Department of Ecology,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 23, 1994",PUD No. 1 Of Jefferson County et al.,Washington Department Of Ecology et al.,92-1911,,"May 31, 1994",108.0,0.0,0.0,0.0,1
1993,"Director, Office of Workers' Compensation Programs v. Greenwich Collieries",108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 25, 1994","Director, Office of Workers' Compensation Programs",Greenwich Collieries et al.,93-744,,"Jun 20, 1994",108.0,0.0,0.0,0.0,1
1993,Stansbury v. California,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 30, 1994",Robert Edward Stansbury,California,93-5770,"Nov 1, 1993","Apr 26, 1994",108.0,1.0,0.0,0.0,0
1993,United States v. Carlton,108,Clarence Thomas,,,0.0,Rehnquist Court,"Feb 28, 1994",United States,Carlton,92-1941,,"Jun 13, 1994",108.0,1.0,0.0,0.0,0
1993,Department of Revenue of Montana v. Kurth Ranch,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 19, 1994",Department of Revenue of Montana,Kurth Ranch et al.,93-144,,"Jun 6, 1994",108.0,0.0,0.0,0.0,1
1993,"Posters 'N' Things, Ltd. v. United States",108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 5, 1993","Posters 'N' Things, Ltd., et al.",United States,92-903,,"May 23, 1994",108.0,0.0,0.0,0.0,1
1993,Associated Industries of Missouri v. Lohman,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 28, 1994",Associated Industries of Missouri,Lohman,93-397,,"May 23, 1994",108.0,1.0,0.0,0.0,0
1993,MCI Telecommunications Corporation v. American Telephone & Telegraph Company,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 21, 1994",MCI Telecommunications Corporation,American Telephone & Telegraph Company,93-356,,"Jun 17, 1994",108.0,0.0,0.0,0.0,1
1993,United States v. Irvine,108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 6, 1993",United States,Irvine et al.,92-1546,,"Apr 20, 1994",108.0,1.0,0.0,0.0,0
1993,O'Melveny & Myers v. Federal Deposit Insurance Corporation,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 21, 1994",O'Melveny & Myers,"Federal Deposit Insurance Corporation, As Receiver For American Diversified Savings Bank, et al.",93-489,,"Jun 13, 1994",108.0,1.0,0.0,0.0,0
1993,Albright v. Oliver,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 12, 1993",Albright,Oliver et al.,92-833,,"Jan 24, 1994",108.0,0.0,0.0,0.0,1
1993,Kokkonen v. Guardian Life Insurance Company of America,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 1, 1994",Kokkonen,Guardian Life Insurance Company of America,93-263,,"May 16, 1994",108.0,1.0,0.0,0.0,0
1993,"Ibanez v. Florida Dept. of Business and Professional Regulation, Bd. of Accountancy",108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 19, 1994",Ibanez,"Florida Dept. of Business and Professional Regulation, Bd. of Accountancy",93-639,,"Jun 13, 1994",108.0,1.0,0.0,0.0,0
1993,Thunder Basin Coal Company v. Reich,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 5, 1993",Thunder Basin Coal Company,"Reich, Secretary Of Labor, et al.",92-896,,"Jan 19, 1994",108.0,0.0,0.0,0.0,1
1993,Johnson v. De Grandy,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 4, 1993",,,92-519,,"Jun 30, 1994",108.0,1.0,0.0,0.0,0
1993,"Central Bank of Denver , N. A. v. First Interstate Bank of Denver , N. A.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 30, 1993","Central Bank of Denver , N. A.","First Interstate Bank Of Denver, N. A., et al.",92-854,"Jun 7, 1993","Apr 19, 1994",108.0,1.0,0.0,0.0,0
1993,Staples v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 30, 1993",Staples,United States,92-1441,,"May 23, 1994",108.0,1.0,0.0,0.0,0
1993,"Hawaiian Airlines, Inc. v. Norris",108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 28, 1994","Hawaiian Airlines, Inc.",Norris,92-2058,,"Jun 20, 1994",108.0,0.0,0.0,0.0,1
1993,Holder v. Hall,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 4, 1993","Holder, Individually And In His Official Capacity As County Commissioner For Bleckley County, Georgia, et al.",Hall et al.,91-2012,,"Jun 30, 1994",108.0,1.0,0.0,0.0,0
1993,"Campbell v. Acuff-Rose Music, Inc.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 9, 1993",Campbell,"Acuff-Rose Music, Inc.",92-1292,,"Mar 7, 1994",108.0,1.0,0.0,0.0,0
1993,Romano v. Oklahoma,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 22, 1994",Romano,Oklahoma,92-9093,,"Jun 13, 1994",108.0,0.0,0.0,0.0,1
1993,John Hancock Mut. Life Ins. Company v. Harris Trust & Savings Bank,108,Clarence Thomas,,,0.0,Rehnquist Court,"Oct 12, 1993",John Hancock Mut. Life Ins. Company,Harris Trust & Savings Bank,92-1074,,"Dec 13, 1993",108.0,0.0,0.0,0.0,1
1993,"Barclay's Bank, PLC v. Franchise Tax Bd. of California",108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 28, 1994","Barclay's Bank, PLC",Franchise Tax Bd. of California,92-1384,,"Jun 20, 1994",108.0,0.0,0.0,0.0,1
1993,Liteky v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 3, 1993",Liteky et al.,United States,92-6921,,"Mar 7, 1994",108.0,0.0,0.0,0.0,1
1993,"C & A Carbone, Inc. v. Town of Clarkstown",108,Clarence Thomas,,,0.0,Rehnquist Court,"Dec 7, 1993","C & A Carbone, Inc., et al.",Town of Clarkstown,92-1402,,"May 16, 1994",108.0,1.0,0.0,0.0,0
1993,Schiro v. Farley,108,Clarence Thomas,,,0.0,Rehnquist Court,"Nov 1, 1993",Schiro,"Farley, Superintendent, Indiana State Prison, et al.",92-7549,,"Jan 19, 1994",108.0,0.0,0.0,0.0,1
1993,Thomas Jefferson University v. Shalala,108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 18, 1994",Thomas Jefferson University,Shalala,93-120,,"Jun 24, 1994",108.0,0.0,0.0,0.0,1
1993,Key Tronic Corporation v. United States,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 29, 1994",Key Tronic Corporation,United States et al.,93-376,,"Jun 6, 1994",108.0,0.0,0.0,0.0,1
1993,Board of Education or Kiryas Joel Village School District v. Grumet,108,Clarence Thomas,,,0.0,Rehnquist Court,"Mar 30, 1994",Board of Education or Kiryas Joel Village School District,Grumet,93-517,,"Jun 27, 1994",108.0,0.0,0.0,0.0,1
1993,Farmer v. Brennan,108,Clarence Thomas,,,0.0,Rehnquist Court,"Jan 12, 1994",Dee Farmer,"Edward Brennan, Warden",92-7247,"Oct 4, 1993","Jun 6, 1994",108.0,1.0,0.0,0.0,0
1993,"Howlett v. Birkdale Shipping Company, S.A.",108,Clarence Thomas,,,0.0,Rehnquist Court,"Apr 20, 1994",Howlett,"Birkdale Shipping Company, S.A.",93-670,,"Jun 13, 1994",108.0,1.0,0.0,0.0,0
